"Server Name","Alt Name","Guild ID","Invite URL",Region,"Icon URL",Boosts,Members,Online,Messages,"Hourly Activity","Badge Color Primary","Badge Color Secondary"
"DN: ENDURANCE",,971796993548632085,https://discord.gg/7npRB4YW4k,,https://cdn.discordapp.com/icons/971796993548632085/3566b656d4e22e36325e5e63d462b7a8.png,0,48,4,,,#ff0000,#800000
HORDE,,707574111416615004,https://discord.gg/8grtenjwvh,,https://cdn.discordapp.com/icons/707574111416615004/1c3aa4f975161270bbc4a8ae08d67d7a.png,0,338,22,,,#ff0000,#800000
RUS,,502643121453137952,https://discord.gg/bZvsczg,ru,https://cdn.discordapp.com/icons/502643121453137952/4968c8e47c36545f2772c754cbc89a49.png,0,110,5,,,#ff0000,#800000
HORNET,,577732221293690890,https://discord.gg/mDSN7yBHJr,ru,https://cdn.discordapp.com/icons/577732221293690890/09fb2f439216e1147bdbfa43d6359d72.png,0,29,1,,,#ff0000,#800000
"Galaxian / SpaceInVaders",,923321841643298906,https://discord.gg/MWNgJNMyEy,fr,https://cdn.discordapp.com/icons/923321841643298906/1b923fb541894e5e3e2d7df723e92a4b.png,0,21,4,,,#ff0000,#800000
IronSpider,,940978569755111447,https://discord.gg/xUDkeBwez9,en,https://cdn.discordapp.com/icons/940978569755111447/5762a5c4eaf724fa22f493f8ad7d51a5.png,0,21,2,,,#ff0000,#800000
"Deez Nut",,897462513711595560,https://discord.gg/NEhe5CCsRS,,https://cdn.discordapp.com/icons/897462513711595560/8cedcec38944f07fa620fbee02a8a0b2.png,0,8,2,,,#ff0000,#800000
Minutemen,,634464932271751224,https://discord.gg/zdnmaGN,en,https://cdn.discordapp.com/icons/634464932271751224/faf4592fe74c9e77f5dd7924c3d1e4dd.png,0,15,2,,,#ff0000,#800000
"UKR Spase",,702127671705993286,https://discord.gg/dppJFm6,,https://cdn.discordapp.com/icons/702127671705993286/a2cc011fba55a2b01ba380cf7a520143.png,0,57,5,,,#ff0000,#800000
"Rebirth LossFarm No.648",,889408204642062356,https://discord.gg/uPYVSUN2NK,,https://cdn.discordapp.com/icons/889408204642062356/5e306d413b5c539a99ad6a2a882757d7.png,0,40,8,,,#ff0000,#800000
"The Ticket Post",,822265414108184606,https://discord.gg/4jvccW2uVd,,https://cdn.discordapp.com/icons/822265414108184606/ac11196a1d912ba472fb3d115caa36d5.png,0,48,3,,,#ff0000,#800000
HORDE,,707574111416615004,https://discord.gg/6Pwdm6JW5H,,https://cdn.discordapp.com/icons/707574111416615004/1c3aa4f975161270bbc4a8ae08d67d7a.png,0,338,21,,,#ff0000,#800000
"Fondation [Fr]",,700791953415209031,https://discord.gg/Uy3ArwPetz,fr,https://cdn.discordapp.com/icons/700791953415209031/c40756fa09bac2e7ca409b245d9fa772.png,0,15,4,,,#ff0000,#800000
"Sailor's Harbour",,618734529028423682,https://discord.gg/DJSGd88,en,https://cdn.discordapp.com/icons/618734529028423682/98d8d9314879128a1186fc1bbff2363b.png,0,100,8,,,#ff0000,#800000
BovinePeacecore,,724917476676075571,https://discord.gg/apwnsrdkX3,en,https://cdn.discordapp.com/icons/724917476676075571/89ebf8188be38c3fabcf64ae554ae866.png,0,8,1,,,#ff0000,#800000
"Federacion de Versalles",,1120904088960380961,https://discord.gg/BDyrNng7ZJ,es,https://cdn.discordapp.com/icons/1120904088960380961/86c5ff0ca38ba9fd6317659d693f71f2.png,0,44,5,,,#ff0000,#800000
"Corp. Estelar",,776321861582848021,https://discord.gg/xx2FU37AeJ,es,https://cdn.discordapp.com/icons/776321861582848021/7e6ec983a9da2859fb0ccdf9f1d519e8.png,0,74,11,,,#ff0000,#800000
"Hades Star(TUSA Corps)",,707079326176247838,https://discord.gg/c9kWUDK,es,https://cdn.discordapp.com/icons/707079326176247838/a49509dc6e18506f0172bc95f19a8edd.png,0,13,3,,,,
Gallaecia,,614475991225729024,https://discord.gg/VjEnT6S,es,https://cdn.discordapp.com/icons/614475991225729024/bc3bbbc0caa56ae66eb32dab6f457d3e.png,0,6,0,,,,
"Alianza SGYP",,602203996043870248,https://discord.gg/BkEVZBh,es,https://cdn.discordapp.com/icons/602203996043870248/9ef0d88870d8c181ddbbd4426d1c79e1.png,0,13,2,,,#ff0000,#800000
"THE BLACK IMPERIUM RP",,710486756549591050,https://discord.gg/AKncku7,es,https://cdn.discordapp.com/icons/710486756549591050/f2f08a4d2f7c76b5d6985e32ff704293.png,0,19,4,,,,
"El Boppe",,717829721324388424,https://discord.gg/xWum74V,es,https://cdn.discordapp.com/icons/717829721324388424/2e03531a0df44262174505a98b4be851.png,0,1,0,,,,
"Phoenix Federation",,724765624747688017,https://discord.gg/8mYwxhS,es,https://cdn.discordapp.com/icons/724765624747688017/958e9c5c4cfc47b98b6ff4e233d10be5.png,0,39,7,,,#ff0000,#800000
"Alfa Reach (Hades' Star)",,629432492537020426,https://discord.gg/C8jvrsR,es,https://cdn.discordapp.com/icons/629432492537020426/5ea875ec5f1758c39ec8f857b0ee247c.png,0,5,0,,,,
"Clan Random (Hade's Star)",,655536830283907075,https://discord.gg/KGJ4duF,es,https://cdn.discordapp.com/icons/655536830283907075/e7b9ddc958e3ff99a614cf4e2a4ebe29.png,0,7,3,,,,
seila,,643628460778061843,https://discord.gg/rVhekkT,es,https://cdn.discordapp.com/icons/643628460778061843/5a1034a46c6fc4efc9dc9a47e4cb33c3.png,0,6,1,,,#ff0000,#800000
"• ☆ OLIMPO ☆ •",,605219669233631232,https://discord.gg/AVJnJST,es,https://cdn.discordapp.com/icons/605219669233631232/0047c27440e605783bf4711ea70b60d4.png,0,6,1,,,,
"VENDETTA   SQUAD",,524350344315011094,https://discord.gg/wR3v7cd,es,https://cdn.discordapp.com/icons/524350344315011094/3d70a5e5842ce0e7b5d47d57563a7ae9.png,0,32,3,,,#ff0000,#800000
"Call of Duty LATAM",,572614585484312587,https://discord.gg/gstWpy6,es,https://cdn.discordapp.com/icons/572614585484312587/9ee3ee731626d43a10576b67678b825c.png,0,3,2,,,,
"hade’s star 星际联盟",,1136637333463121931,https://discord.gg/AKnA5maMnG,zh-CN,https://cdn.discordapp.com/icons/1136637333463121931/34ff83f6886d0788e51c4770c0e18ec7.png,0,2,1,,,,
"龙门训练营",,610653976073076806,https://discord.gg/dAxzXqc,zh-CN,https://cdn.discordapp.com/icons/610653976073076806/11b2b28085cac1d4451d7f4789ad18f3.png,0,11,1,,,,
"第一序列",,953834163734196275,https://discord.gg/U7S2BaueGU,zh-CN,https://cdn.discordapp.com/icons/953834163734196275/21927e892507132f1f29d10360ea2f50.png,0,40,1,,,#ff0000,#800000
"海賊ギルド",,617867711074140180,https://discord.gg/cRFgknNMUZ,ja,https://cdn.discordapp.com/icons/617867711074140180/c1fcda8b080b9f130de1b247ce801a46.png,0,24,0,,,#ff0000,#800000
"华夏舰队",,848964604285812776,https://discord.gg/mNjSnYAM3k,zh-CN,https://cdn.discordapp.com/icons/848964604285812776/bd03cd2963d3156d4f9c3fd224c6ac8b.png,0,26,1,,,,
Canopus,,818017557981691906,https://discord.gg/mMSTwj6TGQ,ja,https://cdn.discordapp.com/icons/818017557981691906/95bbba08a3e183b554329449999c1e45.png,0,20,3,,,#ff0000,#800000
G.O.D,,722711737815531572,https://discord.gg/GmYgcdW,,,0,7,3,,,,
"三体联盟",,627473924787142656,https://discord.gg/ePF7FJm,zh-CN,https://cdn.discordapp.com/icons/627473924787142656/b910e1204801dd8a01f4a0580edf5b9b.png,0,25,2,,,#ff0000,#800000
"Blackhole Base (黑洞基地)",,553248202984521750,https://discord.gg/rRbTPAD,zh-CN,https://cdn.discordapp.com/icons/553248202984521750/808fd77b46b7c0b3e3ae099017085fa8.png,0,10,0,,,,
"哈迪斯作战训练营(HOTC)",,591572412076916738,https://discord.gg/DNdbPfE,zh-CN,https://cdn.discordapp.com/icons/591572412076916738/eca771e5d4d8129ef5dda6542dcaf883.png,0,24,1,,,#ff0000,#800000
"魔道祖师、",,581089938070831125,https://discord.gg/5YymRGB,zh-CN,https://cdn.discordapp.com/icons/581089938070831125/730e72d20b2d0133594e15996fb47f9a.png,0,10,0,,,#ff0000,#800000
"中华银河帝国联邦",,590442273439744001,https://discord.gg/F3Tkmqb,zh-CN,https://cdn.discordapp.com/icons/590442273439744001/1209cca4fc2860325d57c11f1cfa09b5.png,0,20,1,,,#ff0000,#800000
"(HS) Галактика Зла🌟",,1242858898981912696,https://discord.gg/y2m2V3WYtr,ru,https://cdn.discordapp.com/icons/1242858898981912696/04905c0cbb69a92b20c58a07fc5a1a65.png,0,2,0,,,,
"Октябристы",,1159521119880097856,https://discord.gg/XMAWRfxQcD,ru,https://cdn.discordapp.com/icons/1159521119880097856/8db1cd7c0b1d7980a3b05d3454c23677.png,0,35,3,,,#ff0000,#800000
"Свободный Флот",,1062696191575457892,https://discord.gg/6zQ97TaFpS,ru,https://cdn.discordapp.com/icons/1062696191575457892/a90553bac4120e814b3fb982821c3aa8.png,0,67,3,,,#ff0000,#800000
Axiom,,603883518606442516,https://discord.gg/4z7ZTjJkhX,ru,https://cdn.discordapp.com/icons/603883518606442516/fb426814163cfbee677e1b60eb6f0a4a.png,0,64,1,,,#ff0000,#800000
"Торговая Федерация",,448905787650342913,https://discord.gg/E67DY45fPC,ru,https://cdn.discordapp.com/icons/448905787650342913/0c1f180177464e5f6bbee0960830c84d.png,0,62,5,,,#ff0000,#800000
"★ROLEX&ΩMEGA™★",,354347781357305857,https://discord.gg/Ee2JPpu,ru,https://cdn.discordapp.com/icons/354347781357305857/fa776a23c43175d976f20287c9d599a2.png,0,51,8,,,,
Variant,,835837717237596201,https://discord.gg/8HgNbjSGV7,ru,https://cdn.discordapp.com/icons/835837717237596201/a8df1cdf427e406466bdee6011d5876b.png,0,11,0,,,,
"Тёмный Вихрь",,722674058830807090,https://discord.gg/9kjdyf7vKH,ru,https://cdn.discordapp.com/icons/722674058830807090/1025ffd3e2c0e68ff7db76cc1108ac9c.png,0,20,2,,,,
RUS,,502643121453137952,https://discord.gg/X579z5k,ru,https://cdn.discordapp.com/icons/502643121453137952/4968c8e47c36545f2772c754cbc89a49.png,0,110,5,,,#ff0000,#800000
"Любители пива",,794916722880151554,https://discord.gg/C3nffwQkCc,ru,https://cdn.discordapp.com/icons/794916722880151554/0baf5790095e5284ab65f8736cd3773e.png,0,18,0,,,,
"M3K Hades",,633398580194967572,https://discord.gg/kRBZUTYdu9,ru,https://cdn.discordapp.com/icons/633398580194967572/3be59a1a4d0580fe6fbe5a7ccaf9b824.png,0,41,5,,,#ff0000,#800000
Interstellar,,753140000715046952,https://discord.gg/xSKsU5y,ru,https://cdn.discordapp.com/icons/753140000715046952/9c9daa9809049c9dd18a767604123d95.png,0,20,3,,,#ff0000,#800000
"Империя Авалон",,698873269142552586,https://discord.gg/mDTz2rq,ru,https://cdn.discordapp.com/icons/698873269142552586/feb78837ba99f940e11f118660812a41.png,0,9,2,,,,
"Т Е Н Ь",,701707210266247198,https://discord.gg/b3Y9WAE,ru,https://cdn.discordapp.com/icons/701707210266247198/5685314fbd900131c87a9b36d3177f69.png,0,8,1,,,,
"Зелёный сервер",,761997557873770555,https://discord.gg/KqyZBYPfJM,ru,https://cdn.discordapp.com/icons/761997557873770555/8ac5cb2fdaf863b4de023e3037b754a5.png,0,30,3,,,,
"Дыханье дракона",,565971174115377218,https://discord.gg/eHUs4zT,ru,https://cdn.discordapp.com/icons/565971174115377218/8cf7a1dc5c0ac941e03b4de9455d317d.png,0,18,1,,,#ff0000,#800000
"МИФические личности😉",,681237980194537594,https://discord.gg/H9Q5hEz,ru,https://cdn.discordapp.com/icons/681237980194537594/e7ed79a1dfb966cb56403b607f64e2ab.png,0,96,5,,,#ff0000,#800000
"Hades Star",,676403633864048651,https://discord.gg/aUP8pXE,ru,https://cdn.discordapp.com/icons/676403633864048651/cf0bc94d133b83e4c9313f2ba4776246.png,0,6,1,,,,
"Space Korp",,718082231398039603,https://discord.gg/KE8rQPu,ru,https://cdn.discordapp.com/icons/718082231398039603/bcceedd55547007c5286e413d33e841a.png,0,2,1,,,,
DarkMoon,,671557879458693140,https://discord.gg/uWeS6mH,ru,https://cdn.discordapp.com/icons/671557879458693140/21fe8fd594b61da7b94465986e67d9ab.png,0,15,1,,,,
"Ещё один Миф",,775261938246483972,https://discord.gg/YVP3QdjE3d,ru,https://cdn.discordapp.com/icons/775261938246483972/566024bcfcc96a9a56adc2cea70ca4f2.png,0,10,3,,,#ff0000,#800000
"РАЙОН №9",,478349160194506774,https://discord.gg/XHAppa3,ru,https://cdn.discordapp.com/icons/478349160194506774/b9f528cfc1be867664f6c3ba97635612.png,0,7,0,,,,
RussoTuristo@HS,,693357665849573376,https://discord.gg/cusZBTX,ru,https://cdn.discordapp.com/icons/693357665849573376/8b7ae0d842c80c2ea012b9164423b3a9.png,0,6,1,,,,
"ТРУЛЯЛЯ",,669840236179750924,https://discord.gg/Q6PyRNH,ru,https://cdn.discordapp.com/icons/669840236179750924/78739fb064508765e4b2831b1e713ef4.png,0,23,2,,,,
"Hades' star| СИБИРЯК",,438947178053107714,https://discord.gg/KGRdEkV,ru,https://cdn.discordapp.com/icons/438947178053107714/1b036b0875800f5094cfecf6736227ba.png,0,27,1,,,,
"GopStop Royal",,671301543823278080,https://discord.gg/UeED5UC,ru,https://cdn.discordapp.com/icons/671301543823278080/4681c0c831b3cff59e0ec2961ac46b90.png,0,13,3,,,,
"Hades Star тестовый дискорд Гермесов",,575648574348460062,https://discord.gg/vx9VUwj,ru,https://cdn.discordapp.com/icons/575648574348460062/41bef06c457cc912b24e94ec857ae000.png,0,3,0,,,#ff0000,#800000
QuietVortex,,665145535295914004,https://discord.gg/MhDxTeR,ru,https://cdn.discordapp.com/icons/665145535295914004/31a6a3b90bea7abcee6ede7594e38a25.png,0,16,0,,,,
ShaperBurg,,680896549081186388,https://discord.gg/4Cy9cY5,ru,https://cdn.discordapp.com/icons/680896549081186388/f17bfec2cebc2e8413fe1d41c34314aa.png,0,36,4,,,,
TFMC@HS,,618023442914082826,https://discord.gg/BDG4hHd,ru,https://cdn.discordapp.com/icons/618023442914082826/dd1e84ad3e8a6f46dea9a53c91685bb3.png,0,11,1,,,,
"BLACK HOLE..",,656916941516177449,https://discord.gg/pz4KUF7,ru,https://cdn.discordapp.com/icons/656916941516177449/d49cece71303c482420a4cdbb6883d83.png,0,24,2,,,,
X-wing,,616380359554236417,https://discord.gg/cr67TAf,ru,https://cdn.discordapp.com/icons/616380359554236417/008c81e44913950c596023691041af3a.png,0,66,6,,,,
Lanthanum,,523494471149813770,https://discord.gg/7FnbfAM,ru,https://cdn.discordapp.com/icons/523494471149813770/03bd6b79d1688210e9afe86d5a67b8bd.png,0,13,0,,,#ff0000,#800000
"Неудержимые",,464351716637278210,https://discord.gg/q89PsJB,ru,https://cdn.discordapp.com/icons/464351716637278210/7ea1c6ed2c67ec657b5caead7df84705.png,0,19,3,,,#ff0000,#800000
NORMANDY_HADES_star,,474612401946230804,https://discord.gg/dxae9qn,ru,https://cdn.discordapp.com/icons/474612401946230804/bf3f51366234cdb347dd20a3b0ca8e52.png,0,11,0,,,,
VintageTravel,,575528175388590080,https://discord.gg/UwtmSV3,ru,,0,1,0,,,,
HORNET,,577732221293690890,https://discord.gg/2eJsSun,ru,https://cdn.discordapp.com/icons/577732221293690890/09fb2f439216e1147bdbfa43d6359d72.png,0,29,1,,,#ff0000,#800000
"Люди",,608652792092950538,https://discord.gg/bRu4hzV,ru,https://cdn.discordapp.com/icons/608652792092950538/93c7dbfc85f6f4fd9275f4290c6e9e94.png,0,1,0,,,,
"Hades' Star ""K Corp""",,572793525641674752,https://discord.gg/BSySV5d,ru,https://cdn.discordapp.com/icons/572793525641674752/dea817f0c78b34bf92770f91d1ecfce4.png,0,2,0,,,,
Goodwill,,532857150490411008,https://discord.gg/GGEVdqd,ru,https://cdn.discordapp.com/icons/532857150490411008/48a380d1d7e921ba84911c9be634be04.png,0,9,0,,,,
"Alpha Tech",,549487081156509714,https://discord.gg/hezty5C,ru,https://cdn.discordapp.com/icons/549487081156509714/3fe4a135ef087be61106a64033f74c82.png,0,17,2,,,,
"Hades' Star - СССР 2.0",,496576557490372610,https://discord.gg/z2RgAqr,ru,https://cdn.discordapp.com/icons/496576557490372610/fd9caf6ffbd4dcaef99f66e367dcef23.png,0,4,1,,,,
Wenderwolf,,463202612049739820,https://discord.gg/z8bkyKs,ru,https://cdn.discordapp.com/icons/463202612049739820/a26d237f7e147c76f18db224013ccb73.png,0,14,0,,,#ff0000,#800000
"АМG",,580953528055627776,https://discord.gg/PNTUrR9,ru,,0,6,0,,,,
"DL Contact",,591903222294118429,https://discord.gg/S7EYn2p,ru,https://cdn.discordapp.com/icons/591903222294118429/0e6e828be5a0bd5c46c679f764657ce8.png,0,3,0,,,,
HORDE,,707574111416615004,https://discord.gg/9C7yQwj,,https://cdn.discordapp.com/icons/707574111416615004/1c3aa4f975161270bbc4a8ae08d67d7a.png,0,338,20,,,#ff0000,#800000
"Birnak Trade Center",,709649949578756107,https://discord.gg/4f29Ju6pGD,,https://cdn.discordapp.com/icons/709649949578756107/54aa325981174d24812e01b29188d2ef.png,0,349,22,,,#ff0000,#800000
"The Furyan System",,760481068959662081,https://discord.gg/KU4RbqU5z6,,https://cdn.discordapp.com/icons/760481068959662081/3b87ac5d273600a257b39fe00114f349.png,0,117,9,,,#ff0000,#800000
"Hades' Star: Drone Wars",,784359405956366337,https://discord.gg/t6TpSzhFqV,,https://cdn.discordapp.com/icons/784359405956366337/4f2b09c7834f49d22a023147445d8247.png,0,158,12,,,#ff0000,#800000
"White Star Scrims",,701278281621569577,https://discord.gg/T5rYvmh,,https://cdn.discordapp.com/icons/701278281621569577/1bc144d05ff16e3d16f5390bad619ad8.png,0,4,1,,,,
"HADES' STAR ITALIA",,400278302796808192,https://discord.gg/kAVQn9X,,https://cdn.discordapp.com/icons/400278302796808192/46b46184cc4063a9492b365b3216dafc.png,0,41,4,,,#ff0000,#800000
RS11,,648185242993033250,https://discord.gg/RdZtnYW,,https://cdn.discordapp.com/icons/648185242993033250/07f5770f64547609a904872ea6925d6e.png,0,57,4,,,#ff0000,#800000
"Hades' Galaxy Station",,596347232257572864,https://discord.gg/pSGptzp,,https://cdn.discordapp.com/icons/596347232257572864/b06ea8026364b778e9794a55dc8d7c0c.png,0,32,11,,,,
"Bank of Hades - IGBS",,360267731599228930,https://discord.gg/feNt3Kh,,https://cdn.discordapp.com/icons/360267731599228930/16e3a107045e45a2416d041cd3cd4610.png,0,373,20,,,#ff0000,#800000
"White Star League Reporting",,421741742329430027,https://discord.gg/qH2CrV6,,https://cdn.discordapp.com/icons/421741742329430027/f1cc449a0f42a23ab9dde2286cc4ff35.png,0,101,2,,,#ff0000,#800000
"🎮 The Space Bar®",,427534252028985344,https://discord.gg/v2B2jhM,,https://cdn.discordapp.com/icons/427534252028985344/305a59d54bb6f68931d3a8c29f1d92c3.png,0,141,19,,,#ff0000,#800000
"Ultra Competitive Corps",,443408149739864065,https://discord.gg/awfaVww,,https://cdn.discordapp.com/icons/443408149739864065/e1abd81ea1897730cc2c568e7540a048.png,0,31,1,,,#ff0000,#800000
"Hades’ Alliance Federation",,532738059440095233,https://discord.gg/nMDDnPb,,https://cdn.discordapp.com/icons/532738059440095233/f002ddc2041c64c15001d41bbbf48708.png,0,39,7,,,,
"Scar Alliance",,875877936157306890,https://discord.gg/J5kNRjVJM4,en,https://cdn.discordapp.com/icons/875877936157306890/8e6ab46fa3d710981aaf4f168cec63cd.png,0,44,1,,,#ff0000,#800000
"descolador's server",,1007779395743784981,https://discord.gg/p2zBjnCp4g,en,https://cdn.discordapp.com/icons/1007779395743784981/156ff09d9da68cfe25d21045d42c8581.png,0,31,4,,,#ff0000,#800000
"Free Star",,998564792581226506,https://discord.gg/ZZb34hh2dk,en,https://cdn.discordapp.com/icons/998564792581226506/8ad1f83311eaab3da09aba895282e476.png,0,29,8,,,#ff0000,#800000
"Brown Dwarf",,954886462422274088,https://discord.gg/EVkuPD2pCb,en,https://cdn.discordapp.com/icons/954886462422274088/6b7e1dce44614339c933e46cd526043a.png,0,11,1,,,,
RATAS,,1017383153092005919,https://discord.gg/aeZrWpH9YW,en,,0,4,0,,,,
"Star Raiders",,1069150512450121828,https://discord.gg/Rup2ee8DxR,en,https://cdn.discordapp.com/icons/1069150512450121828/12cb484bade1162ddf345981a5e32a96.png,0,17,4,,,,
RedStarRaiders,,382358417874092032,https://discord.gg/8eRdZt9,en,,0,11,0,,,,
"West Worlders",,731636734428839996,https://discord.gg/nCabaKz,en,https://cdn.discordapp.com/icons/731636734428839996/781c065141e9c09f4d26a78d71c3063a.png,0,21,1,,,#ff0000,#800000
W.O.A,,471826121407594507,https://discord.gg/eMsE7sU,en,https://cdn.discordapp.com/icons/471826121407594507/5adfb3e295549f7dd0dbb56f5ca57756.png,0,48,4,,,#ff0000,#800000
"Gravitron Outpost",,840649086239768596,https://discord.gg/JbwWGJ8HXr,en,https://cdn.discordapp.com/icons/840649086239768596/2b4714d6a98b737d9cfab1d017df4a14.png,0,21,3,,,#ff0000,#800000
Bunker,,1077717910564380686,https://discord.gg/2ccJre5Nyb,en,https://cdn.discordapp.com/icons/1077717910564380686/1a7962bf15d7b888f32ecd62117d8fd9.png,0,22,10,,,#ff0000,#800000
Crucible,,963581945684557834,https://discord.gg/98w2mZzkRP,en,https://cdn.discordapp.com/icons/963581945684557834/7e3d91808c22ed097e6737185e7101fd.png,0,4,0,,,,
"Brit Boys",,1009383310859964477,https://discord.gg/KwdJ47jUdY,en,https://cdn.discordapp.com/icons/1009383310859964477/2e1f63161321773e8329f6a061463e10.png,0,11,0,,,#ff0000,#800000
"New Cydonia",,806750707339231272,https://discord.gg/FYhy34xcRk,en,https://cdn.discordapp.com/icons/806750707339231272/0c4cedd07a3b7fd05c17982580bcdd16.png,0,46,6,,,#ff0000,#800000
"From the Fire (Hades Star)",,440885368405884929,https://discord.gg/CZKgPWsD8U,en,https://cdn.discordapp.com/icons/440885368405884929/ef883fd15cc66e80fbd4a2ee50c06f1d.png,0,16,4,,,#ff0000,#800000
OurCorp,,760995869721624597,https://discord.gg/v2gEcwf,en,https://cdn.discordapp.com/icons/760995869721624597/8172677525c34a8428afabd352057a91.png,0,9,4,,,,
"Dying Stars",,854379432398815252,https://discord.gg/upznTnWWUf,en,https://cdn.discordapp.com/icons/854379432398815252/643e2d6058b70175d7bb89549fb46312.png,0,5,1,,,,
"†│Defiant Wolfs│†",,770748846833008701,https://discord.gg/qJgfhc5,en,https://cdn.discordapp.com/icons/770748846833008701/7740a0102d1c62e924f883aeb340ef2a.png,0,29,3,,,#ff0000,#800000
"Void Dominion",,755946168059560046,https://discord.gg/YUuTnRD5ZB,en,https://cdn.discordapp.com/icons/755946168059560046/6287dc98b70c8b0e7e0efce4624dd9ea.png,0,22,3,,,#ff0000,#800000
"The Dominion",,800747322911752212,https://discord.gg/BZ6FTc6T3P,en,https://cdn.discordapp.com/icons/800747322911752212/accf556e1a004994232301d9ba9aa02b.png,0,18,2,,,#ff0000,#800000
Heroes,,742516423351599178,https://discord.gg/rRWmbv54wU,en,,0,10,0,,,,
"Knights Ronin",,745252935050592286,https://discord.gg/Bhwx3qj,en,https://cdn.discordapp.com/icons/745252935050592286/34309a2a53f273a7fa04660c6028a2b9.png,0,10,4,,,,
"Wispered Storm",,736141246795350047,https://discord.gg/DnMyrVzXRd,en,https://cdn.discordapp.com/icons/736141246795350047/c38b5ea1d039675f462fecaaa527cc1b.png,0,73,9,,,#ff0000,#800000
"Iran Infinity Corp.",,837785242764574791,https://discord.gg/nqmC7gurr6,en,https://cdn.discordapp.com/icons/837785242764574791/035cf40c564b85a3ebf922c6d34e0e90.png,0,6,2,,,,
"Game Dev Journey",,838433081106497546,https://discord.gg/vp96uXhZNc,en,https://cdn.discordapp.com/icons/838433081106497546/afae173fd4ce2782dcece646f6377443.png,0,12,3,,,,
"HS ⁝ SPEAKEASY",,461449582396571649,https://discord.gg/q2qzGqr,en,https://cdn.discordapp.com/icons/461449582396571649/199e2cf5d5631d013265be5443241f6b.png,8,32,3,,,#ff0000,#800000
"STAR Alliance",,683197193196142738,https://discord.gg/xx7qstu,en,https://cdn.discordapp.com/icons/683197193196142738/bb9c7283b10a6f1b62da21fa416cfaea.png,0,6,0,,,,
AcceptableRisk,,588401477635145755,https://discord.gg/b7cNRRt,en,https://cdn.discordapp.com/icons/588401477635145755/342299ed3dcb9c881644aeb79c7cd8c9.png,0,5,0,,,,
"Hades' Star Qonqr Corp",,632771297495220255,https://discord.gg/bbDaVd5,en,https://cdn.discordapp.com/icons/632771297495220255/4f9ff4cfabc22dd274c1242b5255736b.png,0,11,2,,,#ff0000,#800000
"HoneckerTJ server",,798471745707311114,https://discord.gg/uE6zqgMEWG,en,,0,5,0,,,,
"V.E.G.A Corp Discord Server",,793687522559393833,https://discord.gg/XNygNpMXGF,en,https://cdn.discordapp.com/icons/793687522559393833/e98fcd0eae28560fd85defffe42b72b9.png,0,9,2,,,,
Catsamu,,812917495564206142,https://discord.gg/wSuzcy3XsR,en,https://cdn.discordapp.com/icons/812917495564206142/66d0eff75b33ff1d64bd8e6aeaf233f0.png,0,12,2,,,,
"IRC Squad",,766143493923274753,https://discord.gg/X7TYpuz8zB,en,https://cdn.discordapp.com/icons/766143493923274753/f8eee7bb9193c0951438d9545b1e925c.png,0,15,2,,,#ff0000,#800000
"Notes of Ranvier",,787537920101318686,https://discord.gg/sZtA7f8tWC,en,https://cdn.discordapp.com/icons/787537920101318686/dc9a0e4e0ffa5347ed2524a80b02918e.png,0,13,5,,,#ff0000,#800000
DRS,,348908921404129283,https://discord.gg/sYAuq5vAD4,en,https://cdn.discordapp.com/icons/348908921404129283/fc29fe91cbfed308eed5a8650b3d3342.png,0,134,16,,,#ff0000,#800000
"@ncient £ibrary",,671391927089889290,https://discord.gg/GjMTFhN,en,https://cdn.discordapp.com/icons/671391927089889290/b5c7e569519202b6a6a84350c73e05b5.png,0,59,12,,,#ff0000,#800000
Heavens,,463168966404079659,https://discord.gg/TJuKzyR,en,https://cdn.discordapp.com/icons/463168966404079659/57fd98a8ea01e130309d154a0fbb4315.png,0,3,0,,,,
"Back Of The Bus",,789613735014039552,https://discord.gg/ExdxEKXv5x,en,https://cdn.discordapp.com/icons/789613735014039552/2736d2a98a26692da9e4df3dcfe60d4d.png,0,48,6,,,#ff0000,#800000
"Shadow Lords",,614295796027883520,https://discord.gg/QDcWBFKnU2,en,https://cdn.discordapp.com/icons/614295796027883520/66f876597e4ce1d4a437b0ef97602bd9.png,0,27,7,,,#ff0000,#800000
"Hades Star Anomaly",,753033967640510595,https://discord.gg/bu8fsW4,en,https://cdn.discordapp.com/icons/753033967640510595/0b87f343426d7bb562240ce7c6f9459d.png,0,21,4,,,#ff0000,#800000
"Coop Ch.",,726801189890556094,https://discord.gg/8rM7VWk,en,https://cdn.discordapp.com/icons/726801189890556094/f3c6680bff4012fbe80a065735b8a2fa.png,0,5,0,,,#ff0000,#800000
"Novana Gaming - Hades' Star",,726474570676306042,https://discord.gg/TcQcQt9,en,https://cdn.discordapp.com/icons/726474570676306042/b7ab11d59ae77fc5dc3a297b7dc5056c.png,0,3,2,,,#ff0000,#800000
"Orion's Blade",,618187588330717200,https://discord.gg/965eeXp,en,https://cdn.discordapp.com/icons/618187588330717200/4e9cede594ed48a7567e7812bd89d228.png,0,20,3,,,,
"Peaky Blinders",,456565942307258378,https://discord.gg/VqmjvZbgYM,en,https://cdn.discordapp.com/icons/456565942307258378/44bf701e110b3e4d887120ae84bfcaed.png,0,11,1,,,#ff0000,#800000
